placeDcid,placeName,Median_Income_Person
geoId/48483,"Wheeler County, TX",27150
geoId/48485,"Wichita County, TX",25704
geoId/48487,"Wilbarger County, TX",23873
geoId/48489,"Willacy County, TX",19092
geoId/48491,"Williamson County, TX",40640
geoId/48493,"Wilson County, TX",33829
geoId/48495,"Winkler County, TX",32742
geoId/48497,"Wise County, TX",31631
geoId/48499,"Wood County, TX",27115
geoId/48501,"Yoakum County, TX",35214
geoId/48503,"Young County, TX",29662
geoId/48505,"Zapata County, TX",17897
geoId/48507,"Zavala County, TX",16621
geoId/49001,"Beaver County, UT",32859
geoId/49003,"Box Elder County, UT",31094
geoId/49005,"Cache County, UT",24817
geoId/49007,"Carbon County, UT",24772
geoId/49009,"Daggett County, UT",34083
geoId/49011,"Davis County, UT",36129
geoId/49013,"Duchesne County, UT",31051
geoId/49015,"Emery County, UT",29048
geoId/49017,"Garfield County, UT",21537
geoId/49019,"Grand County, UT",28298
geoId/49021,"Iron County, UT",24551
geoId/49023,"Juab County, UT",26565
geoId/49025,"Kane County, UT",27658
geoId/49027,"Millard County, UT",27757
geoId/49029,"Morgan County, UT",36173
geoId/49031,"Piute County, UT",13264
geoId/49033,"Rich County, UT",27017
geoId/49035,"Salt Lake County, UT",35081
geoId/49037,"San Juan County, UT",24625
geoId/49039,"Sanpete County, UT",21291
geoId/49041,"Sevier County, UT",26563
geoId/49043,"Summit County, UT",42261
geoId/49045,"Tooele County, UT",35930
geoId/49047,"Uintah County, UT",24025
geoId/49049,"Utah County, UT",27125
geoId/49051,"Wasatch County, UT",35726
geoId/49053,"Washington County, UT",27835
geoId/49055,"Wayne County, UT",23468
geoId/49057,"Weber County, UT",33051
geoId/50001,"Addison County, VT",32172
geoId/50003,"Bennington County, VT",30605
geoId/50005,"Caledonia County, VT",28748
geoId/50007,"Chittenden County, VT",36486
geoId/50009,"Essex County, VT",25449
geoId/50011,"Franklin County, VT",33723
geoId/50013,"Grand Isle County, VT",40132
geoId/50015,"Lamoille County, VT",35109
geoId/50017,"Orange County, VT",34809
geoId/50019,"Orleans County, VT",28899
geoId/50021,"Rutland County, VT",30825
geoId/50023,"Washington County, VT",35422
geoId/50025,"Windham County, VT",30486
geoId/50027,"Windsor County, VT",33035
geoId/51001,"Accomack County, VA",25041
geoId/51003,"Albemarle County, VA",40198
geoId/51005,"Alleghany County, VA",27532
geoId/51007,"Amelia County, VA",36093
geoId/51009,"Amherst County, VA",29277
geoId/51011,"Appomattox County, VA",27668
geoId/51013,"Arlington County, VA",71423
geoId/51015,"Augusta County, VA",31810
geoId/51017,"Bath County, VA",32344
geoId/51019,"Bedford County, VA",33984
geoId/51021,"Bland County, VA",26447
geoId/51023,"Botetourt County, VA",34879
geoId/51025,"Brunswick County, VA",21796
geoId/51027,"Buchanan County, VA",19437
geoId/51029,"Buckingham County, VA",25134
geoId/51031,"Campbell County, VA",28870
geoId/51033,"Caroline County, VA",36102
geoId/51035,"Carroll County, VA",23137
geoId/51036,"Charles City County, VA",30957
geoId/51037,"Charlotte County, VA",25066
geoId/51041,"Chesterfield County, VA",40898
geoId/51043,"Clarke County, VA",39553
geoId/51045,"Craig County, VA",30150
geoId/51047,"Culpeper County, VA",35941
geoId/51049,"Cumberland County, VA",26426
geoId/51051,"Dickenson County, VA",20122
geoId/51053,"Dinwiddie County, VA",33431
geoId/51057,"Essex County, VA",26230
geoId/51059,"Fairfax County, VA",54708
geoId/51061,"Fauquier County, VA",45793
geoId/51063,"Floyd County, VA",30317
geoId/51065,"Fluvanna County, VA",40183
geoId/51067,"Franklin County, VA",28782
geoId/51069,"Frederick County, VA",38901
geoId/51071,"Giles County, VA",31143
geoId/51073,"Gloucester County, VA",36256
geoId/51075,"Goochland County, VA",41037
geoId/51077,"Grayson County, VA",21911
geoId/51079,"Greene County, VA",35367
geoId/51081,"Greensville County, VA",19285
geoId/51083,"Halifax County, VA",24302
geoId/51085,"Hanover County, VA",40600
geoId/51087,"Henrico County, VA",38360
geoId/51089,"Henry County, VA",22293
geoId/51091,"Highland County, VA",26250
geoId/51093,"Isle of Wight County, VA",36028
geoId/51095,"James City County, VA",40529
geoId/51097,"King and Queen County, VA",36776
geoId/51099,"King George County, VA",40020
geoId/51101,"King William County, VA",37660
geoId/51103,"Lancaster County, VA",35231
geoId/51105,"Lee County, VA",18226
geoId/51107,"Loudoun County, VA",62137
geoId/51109,"Louisa County, VA",31994
geoId/51111,"Lunenburg County, VA",24771
geoId/51113,"Madison County, VA",30468
geoId/51115,"Mathews County, VA",39717
geoId/51117,"Mecklenburg County, VA",28078
geoId/51119,"Middlesex County, VA",30446
geoId/51121,"Montgomery County, VA",26281
geoId/51125,"Nelson County, VA",32635
geoId/51127,"New Kent County, VA",40328
geoId/51131,"Northampton County, VA",29013
geoId/51133,"Northumberland County, VA",32242
geoId/51135,"Nottoway County, VA",26558
geoId/51137,"Orange County, VA",34038
geoId/51139,"Page County, VA",26798
geoId/51141,"Patrick County, VA",25272
geoId/51143,"Pittsylvania County, VA",25733
geoId/51145,"Powhatan County, VA",42834
geoId/51147,"Prince Edward County, VA",17255
geoId/51149,"Prince George County, VA",35441
geoId/51153,"Prince William County, VA",45000
geoId/51155,"Pulaski County, VA",27375
geoId/51157,"Rappahannock County, VA",41894
geoId/51159,"Richmond County, VA",28738
geoId/51161,"Roanoke County, VA",36924
geoId/51163,"Rockbridge County, VA",27713
geoId/51165,"Rockingham County, VA",32117
geoId/51167,"Russell County, VA",21225
geoId/51169,"Scott County, VA",23284
geoId/51171,"Shenandoah County, VA",29268
geoId/51173,"Smyth County, VA",23486
geoId/51175,"Southampton County, VA",28818
geoId/51177,"Spotsylvania County, VA",39244
geoId/51179,"Stafford County, VA",46500
geoId/51181,"Surry County, VA",32459
geoId/51183,"Sussex County, VA",26266
geoId/51185,"Tazewell County, VA",23681
geoId/51187,"Warren County, VA",33375
geoId/51191,"Washington County, VA",27093
geoId/51193,"Westmoreland County, VA",30847
geoId/51195,"Wise County, VA",21132
geoId/51197,"Wythe County, VA",26625
geoId/51199,"York County, VA",43993
geoId/51510,"Alexandria, VA",62153
geoId/51520,"Bristol, VA",24268
geoId/51530,"Buena Vista, VA",17023
geoId/51540,"Charlottesville, VA",31161
geoId/51550,"Chesapeake, VA",38651
geoId/51570,"Colonial Heights, VA",32454
geoId/51580,"Covington, VA",25389
geoId/51590,"Danville, VA",22910
geoId/51595,"Emporia, VA",21610
geoId/51600,"Fairfax, VA",49924
geoId/51610,"Falls Church, VA",76901
geoId/51620,"Franklin, VA",31527
geoId/51630,"Fredericksburg, VA",34162
geoId/51640,"Galax, VA",19813
geoId/51650,"Hampton, VA",30530
geoId/51660,"Harrisonburg, VA",19251
geoId/51670,"Hopewell, VA",26794
geoId/51678,"Lexington, VA",9023
geoId/51680,"Lynchburg, VA",21966
geoId/51683,"Manassas, VA",39069
geoId/51685,"Manassas Park, VA",38535
geoId/51690,"Martinsville, VA",22172
geoId/51700,"Newport News, VA",31071
geoId/51710,"Norfolk, VA",27093
geoId/51720,"Norton, VA",17765
geoId/51730,"Petersburg, VA",25818
geoId/51735,"Poquoson, VA",46186
geoId/51740,"Portsmouth, VA",28402
geoId/51750,"Radford, VA",13724
geoId/51760,"Richmond, VA",28458
geoId/51770,"Roanoke, VA",25806
geoId/51775,"Salem, VA",30199
geoId/51790,"Staunton, VA",29139
geoId/51800,"Suffolk, VA",38427
geoId/51810,"Virginia Beach, VA",39356
geoId/51820,"Waynesboro, VA",29628
geoId/51830,"Williamsburg, VA",20061
geoId/51840,"Winchester, VA",29627
geoId/53001,"Adams County, WA",25140
geoId/53003,"Asotin County, WA",27438
geoId/53005,"Benton County, WA",35676
geoId/53007,"Chelan County, WA",30424
geoId/53009,"Clallam County, WA",29134
geoId/53011,"Clark County, WA",37704
geoId/53013,"Columbia County, WA",32046
geoId/53015,"Cowlitz County, WA",29266
geoId/53017,"Douglas County, WA",31531
geoId/53019,"Ferry County, WA",23028
geoId/53021,"Franklin County, WA",30030
geoId/53023,"Garfield County, WA",30484
geoId/53025,"Grant County, WA",27767
geoId/53027,"Grays Harbor County, WA",27373
geoId/53029,"Island County, WA",35565
geoId/53031,"Jefferson County, WA",30174
geoId/53033,"King County, WA",47817
geoId/53035,"Kitsap County, WA",38761
geoId/53037,"Kittitas County, WA",27400
geoId/53039,"Klickitat County, WA",27441
geoId/53041,"Lewis County, WA",26904
geoId/53043,"Lincoln County, WA",30650
geoId/53045,"Mason County, WA",29926
geoId/53047,"Okanogan County, WA",25660
geoId/53049,"Pacific County, WA",25752
geoId/53051,"Pend Oreille County, WA",29469
geoId/53053,"Pierce County, WA",38012
geoId/53055,"San Juan County, WA",35646
geoId/53057,"Skagit County, WA",34295
geoId/53059,"Skamania County, WA",32108
geoId/53061,"Snohomish County, WA",41898
geoId/53063,"Spokane County, WA",31612
geoId/53065,"Stevens County, WA",27068
geoId/53067,"Thurston County, WA",38156
geoId/53069,"Wahkiakum County, WA",27939
geoId/53071,"Walla Walla County, WA",29261
geoId/53073,"Whatcom County, WA",31858
geoId/53075,"Whitman County, WA",18275
geoId/53077,"Yakima County, WA",26829
geoId/54001,"Barbour County, WV",22437
geoId/54003,"Berkeley County, WV",32887
geoId/54005,"Boone County, WV",24285
geoId/54007,"Braxton County, WV",24732
geoId/54009,"Brooke County, WV",28543
geoId/54011,"Cabell County, WV",23393
geoId/54013,"Calhoun County, WV",20696
geoId/54015,"Clay County, WV",20059
geoId/54017,"Doddridge County, WV",26009
geoId/54019,"Fayette County, WV",23019
geoId/54021,"Gilmer County, WV",19005
geoId/54023,"Grant County, WV",24627
geoId/54025,"Greenbrier County, WV",23825
geoId/54027,"Hampshire County, WV",26221
geoId/54029,"Hancock County, WV",27515
geoId/54031,"Hardy County, WV",24870
geoId/54033,"Harrison County, WV",28190
geoId/54035,"Jackson County, WV",28581
geoId/54037,"Jefferson County, WV",35567
geoId/54039,"Kanawha County, WV",27231
geoId/54041,"Lewis County, WV",24185
geoId/54043,"Lincoln County, WV",23496
geoId/54045,"Logan County, WV",23048
geoId/54047,"McDowell County, WV",17021
geoId/54049,"Marion County, WV",27717
geoId/54051,"Marshall County, WV",26779
geoId/54053,"Mason County, WV",26900
geoId/54055,"Mercer County, WV",23142
geoId/54057,"Mineral County, WV",26827
geoId/54059,"Mingo County, WV",21328
geoId/54061,"Monongalia County, WV",25856
geoId/54063,"Monroe County, WV",24069
geoId/54065,"Morgan County, WV",30589
geoId/54067,"Nicholas County, WV",23078
geoId/54069,"Ohio County, WV",26242
geoId/54071,"Pendleton County, WV",24441
geoId/54073,"Pleasants County, WV",26917
geoId/54075,"Pocahontas County, WV",23029
geoId/54077,"Preston County, WV",26293
geoId/54079,"Putnam County, WV",33002
geoId/54081,"Raleigh County, WV",23687
geoId/54083,"Randolph County, WV",25967
geoId/54085,"Ritchie County, WV",25166
geoId/54087,"Roane County, WV",21843
geoId/54089,"Summers County, WV",22083
geoId/54091,"Taylor County, WV",27249
geoId/54093,"Tucker County, WV",26303
geoId/54095,"Tyler County, WV",25713
geoId/54097,"Upshur County, WV",23904
geoId/54099,"Wayne County, WV",22858
geoId/54101,"Webster County, WV",19347
geoId/54103,"Wetzel County, WV",23897
geoId/54105,"Wirt County, WV",24672
geoId/54107,"Wood County, WV",28015
geoId/54109,"Wyoming County, WV",24333
geoId/55001,"Adams County, WI",26265
geoId/55003,"Ashland County, WI",26202
geoId/55005,"Barron County, WI",27863
geoId/55007,"Bayfield County, WI",30844
geoId/55009,"Brown County, WI",33806
geoId/55011,"Buffalo County, WI",32406
geoId/55013,"Burnett County, WI",27799
geoId/55015,"Calumet County, WI",39487
geoId/55017,"Chippewa County, WI",31980
geoId/55019,"Clark County, WI",30283
geoId/55021,"Columbia County, WI",37544
geoId/55023,"Crawford County, WI",28585
geoId/55025,"Dane County, WI",40013
geoId/55027,"Dodge County, WI",33255
geoId/55029,"Door County, WI",34180
geoId/55031,"Douglas County, WI",31502
geoId/55033,"Dunn County, WI",26902
geoId/55035,"Eau Claire County, WI",30842
geoId/55037,"Florence County, WI",26990
geoId/55039,"Fond du Lac County, WI",33601
geoId/55041,"Forest County, WI",26844
geoId/55043,"Grant County, WI",27202
geoId/55045,"Green County, WI",33920
geoId/55047,"Green Lake County, WI",30888
geoId/55049,"Iowa County, WI",36654
geoId/55051,"Iron County, WI",26186
geoId/55053,"Jackson County, WI",28597
geoId/55055,"Jefferson County, WI",32749
geoId/55057,"Juneau County, WI",29764
geoId/55059,"Kenosha County, WI",32933
geoId/55061,"Kewaunee County, WI",33792
geoId/55063,"La Crosse County, WI",31325
geoId/55065,"Lafayette County, WI",32136
geoId/55067,"Langlade County, WI",29207
geoId/55069,"Lincoln County, WI",31921
geoId/55071,"Manitowoc County, WI",31587
geoId/55073,"Marathon County, WI",32541
geoId/55075,"Marinette County, WI",28489
geoId/55077,"Marquette County, WI",29801
geoId/55078,"Menominee County, WI",25040
geoId/55079,"Milwaukee County, WI",30767
geoId/55081,"Monroe County, WI",32439
geoId/55083,"Oconto County, WI",33460
geoId/55085,"Oneida County, WI",30078
geoId/55087,"Outagamie County, WI",35361
geoId/55089,"Ozaukee County, WI",41139
geoId/55091,"Pepin County, WI",31495
geoId/55093,"Pierce County, WI",32507
geoId/55095,"Polk County, WI",32416
geoId/55097,"Portage County, WI",30889
geoId/55099,"Price County, WI",27895
geoId/55101,"Racine County, WI",32139
geoId/55103,"Richland County, WI",29953
geoId/55105,"Rock County, WI",31692
geoId/55107,"Rusk County, WI",27405
geoId/55109,"St. Croix County, WI",41976
geoId/55111,"Sauk County, WI",31721
geoId/55113,"Sawyer County, WI",28771
geoId/55115,"Shawano County, WI",29959
geoId/55117,"Sheboygan County, WI",34336
geoId/55119,"Taylor County, WI",30942
geoId/55121,"Trempealeau County, WI",33307
geoId/55123,"Vernon County, WI",30086
geoId/55125,"Vilas County, WI",28983
geoId/55127,"Walworth County, WI",31390
geoId/55129,"Washburn County, WI",28355
geoId/55131,"Washington County, WI",40522
geoId/55133,"Waukesha County, WI",42100
geoId/55135,"Waupaca County, WI",32265
geoId/55137,"Waushara County, WI",29514
geoId/55139,"Winnebago County, WI",32300
geoId/55141,"Wood County, WI",31969
geoId/56001,"Albany County, WY",24512
geoId/56003,"Big Horn County, WY",27376
geoId/56005,"Campbell County, WY",41063
geoId/56007,"Carbon County, WY",33086
geoId/56009,"Converse County, WY",34080
geoId/56011,"Crook County, WY",33152
geoId/56013,"Fremont County, WY",27664
geoId/56015,"Goshen County, WY",27444
geoId/56017,"Hot Springs County, WY",29453
geoId/56019,"Johnson County, WY",31230
geoId/56021,"Laramie County, WY",35183
geoId/56023,"Lincoln County, WY",33740
geoId/56025,"Natrona County, WY",34122
geoId/56027,"Niobrara County, WY",24583
geoId/56029,"Park County, WY",32019
geoId/56031,"Platte County, WY",27251
geoId/56033,"Sheridan County, WY",33561
geoId/56035,"Sublette County, WY",38395
geoId/56037,"Sweetwater County, WY",37211
geoId/56039,"Teton County, WY",43858
geoId/56041,"Uinta County, WY",32711
geoId/56043,"Washakie County, WY",31738
geoId/56045,"Weston County, WY",26203
geoId/60010,Eastern District,
geoId/60020,Manu'a District,
geoId/60030,Rose Atoll,
geoId/60040,Swains Island,
geoId/60050,Western District,
geoId/72001,"Adjuntas, PR",9185
geoId/72003,"Aguada, PR",11101
geoId/72005,"Aguadilla, PR",12489
geoId/72007,"Aguas Buenas, PR",12590
geoId/72009,"Aibonito, PR",12894
geoId/72011,"Añasco, PR",12176
geoId/72013,"Arecibo, PR",12728
geoId/72015,"Arroyo, PR",11551
geoId/72017,"Barceloneta, PR",14011
geoId/72019,"Barranquitas, PR",12269
geoId/72021,"Bayamón, PR",15887
geoId/72023,"Cabo Rojo, PR",11534
geoId/72025,"Caguas, PR",15543
geoId/72027,"Camuy, PR",11970
geoId/72029,"Canóvanas, PR",15326
geoId/72031,"Carolina, PR",16655
geoId/72033,"Cataño, PR",13500
geoId/72035,"Cayey, PR",14163
geoId/72037,"Ceiba, PR",13533
geoId/72039,"Ciales, PR",11177
geoId/72041,"Cidra, PR",13911
geoId/72043,"Coamo, PR",12558
geoId/72045,"Comerío, PR",11863
geoId/72047,"Corozal, PR",12525
geoId/72049,"Culebra, PR",16534
geoId/72051,"Dorado, PR",16362
geoId/72053,"Fajardo, PR",13421
geoId/72054,"Florida, PR",12499
geoId/72055,"Guánica, PR",10294
geoId/72057,"Guayama, PR",12413
geoId/72059,"Guayanilla, PR",10754
geoId/72061,"Guaynabo, PR",18473
geoId/72063,"Gurabo, PR",16002
geoId/72065,"Hatillo, PR",12438
geoId/72067,"Hormigueros, PR",13292
geoId/72069,"Humacao, PR",14090
geoId/72071,"Isabela, PR",11725
geoId/72073,"Jayuya, PR",11257
geoId/72075,"Juana Díaz, PR",12057
geoId/72077,"Juncos, PR",13661
geoId/72079,"Lajas, PR",11381
geoId/72081,"Lares, PR",11130
geoId/72083,"Las Marías, PR",10881
geoId/72085,"Las Piedras, PR",13674
geoId/72087,"Loíza, PR",12797
geoId/72089,"Luquillo, PR",13510
geoId/72091,"Manatí, PR",12799
geoId/72093,"Maricao, PR",10220
geoId/72095,"Maunabo, PR",12818
geoId/72097,"Mayagüez, PR",11667
geoId/72099,"Moca, PR",12098
geoId/72101,"Morovis, PR",12355
geoId/72103,"Naguabo, PR",14056
geoId/72105,"Naranjito, PR",12443
geoId/72107,"Orocovis, PR",11237
geoId/72109,"Patillas, PR",11756
geoId/72111,"Peñuelas, PR",10707
geoId/72113,"Ponce, PR",12897
geoId/72115,"Quebradillas, PR",11665
geoId/72117,"Rincón, PR",12811
geoId/72119,"Río Grande, PR",14130
geoId/72121,"Sabana Grande, PR",11604
geoId/72123,"Salinas, PR",12564
geoId/72125,"San Germán, PR",11982
geoId/72127,"San Juan, PR",16531
geoId/72129,"San Lorenzo, PR",12736
geoId/72131,"San Sebastián, PR",11159
geoId/72133,"Santa Isabel, PR",12205
geoId/72135,"Toa Alta, PR",15937
geoId/72137,"Toa Baja, PR",15210
geoId/72139,"Trujillo Alto, PR",17163
geoId/72141,"Utuado, PR",11416
geoId/72143,"Vega Alta, PR",12750
geoId/72145,"Vega Baja, PR",13163
geoId/72147,"Vieques, PR",11893
geoId/72149,"Villalba, PR",12117
geoId/72151,"Yabucoa, PR",11867
geoId/72153,"Yauco, PR",11447
