average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
14,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,145.4,"Walsh County, ND",58.0,10852,10816,10801,10645,10641,51749,51481,50807,59705,59153
59,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,197.0,"Grand Forks County, ND",60.0,70352,70473,70489,70355,69451,52022,51820,50933,54311,57388
58,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.5,"Grand Forks County, ND",60.0,70352,70473,70489,70355,69451,52022,51820,50933,54311,57388
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,196.1,"Adams County, ND",55.0,2397,2344,2324,2276,2216,48106,48596,50847,53162,55880
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,114.9,"Adams County, ND",55.0,2397,2344,2324,2276,2216,48106,48596,50847,53162,55880
8,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,193.3,"Ransom County, ND",58.0,5451,5375,5303,5224,5218,60122,56550,62465,61634,66422
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,103.7,"Ransom County, ND",58.0,5451,5375,5303,5224,5218,60122,56550,62465,61634,66422
33,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,187.0,"Morton County, ND",53.0,30249,30732,30938,31058,31364,64260,65021,63279,68043,68051
28,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.8,"Morton County, ND",53.0,30249,30732,30938,31058,31364,64260,65021,63279,68043,68051
7,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,184.7,"McHenry County, ND",52.0,5975,5970,5890,5808,5745,56351,53719,53060,54795,59661
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,101.0,"McHenry County, ND",52.0,5975,5970,5890,5808,5745,56351,53719,53060,54795,59661
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.9,"Sargent County, ND",61.0,3866,3883,3862,3851,3898,58626,59464,62940,64756,67551
19,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,183.8,"Richland County, ND",46.0,16286,16289,16287,16229,16177,56942,59556,61361,61174,62837
15,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,124.6,"Richland County, ND",46.0,16286,16289,16287,16229,16177,56942,59556,61361,61174,62837
25,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,178.1,"Stutsman County, ND",56.0,21047,21068,21132,20875,20704,54925,53769,57265,57002,60297
22,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,134.7,"Stutsman County, ND",56.0,21047,21068,21132,20875,20704,54925,53769,57265,57002,60297
10,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,176.0,"Traill County, ND",60.0,7987,8001,7998,8020,8036,54814,55068,63204,59931,69443
10,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.3,"Traill County, ND",60.0,7987,8001,7998,8020,8036,54814,55068,63204,59931,69443
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,174.2,"Griggs County, ND",55.0,2288,2258,2244,2228,2231,47222,49350,51823,54250,56527
128,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.9,"Cass County, ND",55.0,170722,174189,177745,180294,181923,55946,59711,64428,63885,63977
104,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,113.1,"Cass County, ND",55.0,170722,174189,177745,180294,181923,55946,59711,64428,63885,63977
11,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.9,"Pembina County, ND",50.0,7031,7046,6962,6895,6801,58683,59244,56164,58766,59970
8,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,119.7,"Pembina County, ND",50.0,7031,7046,6962,6895,6801,58683,59244,56164,58766,59970
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.4,"Foster County, ND",58.0,3325,3309,3249,3207,3210,53408,54218,58752,58096,54917
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,91.9,"Foster County, ND",58.0,3325,3309,3249,3207,3210,53408,54218,58752,58096,54917
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,173.2,"Pierce County, ND",56.0,4273,4216,4096,4070,3975,43419,44291,48380,47360,56753
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,84.4,"Pierce County, ND",56.0,4273,4216,4096,4070,3975,43419,44291,48380,47360,56753
26,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,172.3,"Stark County, ND",58.5,31861,30869,30291,30893,31489,76844,78604,66925,71888,68759
21,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,104.8,"Stark County, ND",58.5,31861,30869,30291,30893,31489,76844,78604,66925,71888,68759
14,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,171.5,"McLean County, ND",60.0,9664,9643,9636,9529,9450,62480,60684,61121,64524,67453
8,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.5,"McLean County, ND",60.0,9664,9643,9636,9529,9450,62480,60684,61121,64524,67453
14,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.8,"Barnes County, ND",60.0,11008,10899,10679,10527,10415,51053,53704,56696,54984,60689
14,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.3,"Barnes County, ND",60.0,11008,10899,10679,10527,10415,51053,53704,56696,54984,60689
14,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,170.0,"Ramsey County, ND",,11664,11557,11596,11580,11519,51607,51481,56464,54814,60710
11,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,109.0,"Ramsey County, ND",,11664,11557,11596,11580,11519,51607,51481,56464,54814,60710
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.0,"Kidder County, ND",49.0,2449,2475,2471,2453,2480,46800,47914,46708,45401,50570
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,158.0,"Benson County, ND",33.0,6820,6840,6916,6958,6832,39969,40787,41941,42407,45709
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,118.8,"Benson County, ND",33.0,6820,6840,6916,6958,6832,39969,40787,41941,42407,45709
78,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,157.0,"Burleigh County, ND",62.0,93211,94606,95247,95276,95626,66057,66406,70075,72277,73565
76,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.9,"Burleigh County, ND",62.0,93211,94606,95247,95276,95626,66057,66406,70075,72277,73565
47,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,155.6,"Ward County, ND",58.0,70703,69489,68516,67713,67641,61170,61089,62932,63938,68634
43,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.7,"Ward County, ND",58.0,70703,69489,68516,67713,67641,61170,61089,62932,63938,68634
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,148.0,"McIntosh County, ND",55.0,2717,2599,2608,2566,2497,48494,42950,43804,47288,47349
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.2,"McIntosh County, ND",55.0,2717,2599,2608,2566,2497,48494,42950,43804,47288,47349
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,147.3,"Cavalier County, ND",61.0,3827,3824,3793,3811,3762,57200,52880,59794,60314,63484
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.3,"Cavalier County, ND",61.0,3827,3824,3793,3811,3762,57200,52880,59794,60314,63484
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,134.3,"Emmons County, ND",49.0,3397,3338,3298,3278,3241,46952,44646,46681,47976,53073
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,116.0,"Emmons County, ND",49.0,3397,3338,3298,3278,3241,46952,44646,46681,47976,53073
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,128.8,"Mountrail County, ND",56.5,10311,10234,10276,10239,10545,65606,63736,64247,67162,69040
7,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.3,"Mountrail County, ND",56.5,10311,10234,10276,10239,10545,65606,63736,64247,67162,69040
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,121.5,"Dunn County, ND",55.0,4578,4372,4274,4328,4424,73135,67375,67337,66383,75723
5,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,105.4,"McKenzie County, ND",49.0,12794,12572,12688,13594,15024,82906,77733,75408,76224,86890
6,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.0,"McKenzie County, ND",49.0,12794,12572,12688,13594,15024,82906,77733,75408,76224,86890
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,84.7,"LaMoure County, ND",48.0,4136,4113,4101,4075,4046,58638,52563,57808,54514,56059
4,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,127.9,"LaMoure County, ND",48.0,4136,4113,4101,4075,4046,58638,52563,57808,54514,56059
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.2,"Renville County, ND",60.0,2551,2517,2455,2358,2327,65651,57392,60178,60205,84986
3,North Dakota,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.7,"Divide County, ND",54.0,2459,2391,2295,2264,2264,62922,60315,55867,58715,61506
24,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,310.2,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993,37289,35106,37551,37545,39265
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,191.7,"Okfuskee County, OK",43.0,12107,12079,12076,12081,11993,37289,35106,37551,37545,39265
11,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,293.1,"Greer County, OK",56.0,6031,5954,5793,5814,5712,36495,35231,34254,37445,38641
6,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.8,"Greer County, OK",56.0,6031,5954,5793,5814,5712,36495,35231,34254,37445,38641
24,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,291.9,"Hughes County, OK",47.0,13592,13417,13265,13305,13279,37676,33578,35875,37566,37631
16,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.0,"Hughes County, OK",47.0,13592,13417,13265,13305,13279,37676,33578,35875,37566,37631
16,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,275.7,"Kiowa County, OK",47.0,9116,9025,8849,8732,8708,37721,36069,36003,37831,39788
13,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,193.5,"Kiowa County, OK",47.0,9116,9025,8849,8732,8708,37721,36069,36003,37831,39788
50,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,271.4,"Ottawa County, OK",56.0,31862,31592,31368,31319,31127,36166,39210,38168,38194,41530
41,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,179.7,"Ottawa County, OK",56.0,31862,31592,31368,31319,31127,36166,39210,38168,38194,41530
19,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,260.2,"Nowata County, OK",60.0,10519,10415,10322,10278,10076,43341,41800,41183,45734,47456
14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.3,"Nowata County, OK",60.0,10519,10415,10322,10278,10076,43341,41800,41183,45734,47456
4,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,258.8,"Harmon County, OK",44.0,2782,2712,2710,2691,2653,33144,36703,35144,38537,37988
22,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,257.0,"Haskell County, OK",52.0,12750,12695,12726,12636,12627,36888,36418,36551,37776,41643
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.9,"Haskell County, OK",52.0,12750,12695,12726,12636,12627,36888,36418,36551,37776,41643
61,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,255.9,"Okmulgee County, OK",48.0,39065,39075,38819,38321,38465,39825,38446,42811,42354,41725
45,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.0,"Okmulgee County, OK",48.0,39065,39075,38819,38321,38465,39825,38446,42811,42354,41725
38,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,254.5,"Seminole County, OK",56.0,25399,25137,24845,24520,24258,39102,36671,36780,37901,40725
29,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.1,"Seminole County, OK",56.0,25399,25137,24845,24520,24258,39102,36671,36780,37901,40725
22,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.8,"Pushmataha County, OK",51.0,11162,11070,11118,11192,11096,34910,34222,35695,37026,37718
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,150.8,"Pushmataha County, OK",51.0,11162,11070,11118,11192,11096,34910,34222,35695,37026,37718
42,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,253.6,"Caddo County, OK",59.0,29433,29630,29356,29028,28762,43548,40296,41085,48533,45755
32,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.4,"Caddo County, OK",59.0,29433,29630,29356,29028,28762,43548,40296,41085,48533,45755
72,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,252.1,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654,43257,44520,44194,42376,47215
55,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,161.0,"Pittsburg County, OK",54.0,44716,44335,44154,43870,43654,43257,44520,44194,42376,47215
11,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.4,"Jefferson County, OK",42.0,6266,6250,6164,6106,6002,36227,37105,36169,37338,39785
8,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,153.2,"Jefferson County, OK",42.0,6266,6250,6164,6106,6002,36227,37105,36169,37338,39785
41,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,249.0,"Garvin County, OK",60.0,27920,27940,27857,27746,27711,46139,40978,41990,47858,46786
38,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,195.6,"Garvin County, OK",60.0,27920,27940,27857,27746,27711,46139,40978,41990,47858,46786
26,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.8,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672,30572,32458,30501,35308,37131
18,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.7,"Choctaw County, OK",34.0,14984,14877,14804,14698,14672,30572,32458,30501,35308,37131
24,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.7,"Craig County, OK",55.0,14709,14465,14332,14300,14142,41119,42781,39320,43074,42978
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.0,"Craig County, OK",55.0,14709,14465,14332,14300,14142,41119,42781,39320,43074,42978
95,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,248.3,"Muskogee County, OK",61.0,69319,69012,69027,68324,67997,40340,40581,38692,43911,43392
81,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,172.1,"Muskogee County, OK",61.0,69319,69012,69027,68324,67997,40340,40581,38692,43911,43392
15,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,245.9,"Blaine County, OK",49.5,9762,9625,9512,9454,9429,43540,44229,46253,49513,50574
11,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.7,"Blaine County, OK",49.5,9762,9625,9512,9454,9429,43540,44229,46253,49513,50574
9,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.6,"Cotton County, OK",60.0,6006,5933,5863,5820,5666,42901,43019,42518,43386,46450
7,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,167.1,"Cotton County, OK",60.0,6006,5933,5863,5820,5666,42901,43019,42518,43386,46450
23,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.5,"Atoka County, OK",50.0,13889,13894,13779,13795,13758,34850,36766,38595,39702,41872
14,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.9,"Atoka County, OK",50.0,13889,13894,13779,13795,13758,34850,36766,38595,39702,41872
7,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.3,"Grant County, OK",61.0,4500,4454,4379,4321,4333,50729,48118,45025,49073,60303
4,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.2,"Grant County, OK",61.0,4500,4454,4379,4321,4333,50729,48118,45025,49073,60303
105,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,242.3,"Creek County, OK",60.5,70801,71191,71890,71730,71522,47395,45630,47397,54478,54737
83,Oklahoma,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,166.3,"Creek County, OK",60.5,70801,71191,71890,71730,71522,47395,45630,47397,54478,54737
