County_State,Abbrv,Median Household Income 2015,Median Household Income 2016,Median Household Income 2017,Median Household Income 2018,Median Household Income 2019
"Randolph County, NC",NC,43216,45939,44207,48372,50129
"Richmond County, NC",NC,33017,35367,36401,38514,40518
"Robeson County, NC",NC,32128,34439,33714,35407,36366
"Rockingham County, NC",NC,40148,41620,46247,41869,44686
"Rowan County, NC",NC,44862,47971,47541,46864,52051
"Rutherford County, NC",NC,36998,38699,40758,42831,44547
"Sampson County, NC",NC,40660,41477,41951,42807,45997
"Scotland County, NC",NC,35447,35138,37947,36730,39197
"Stanly County, NC",NC,44878,49106,49871,51491,58303
"Stokes County, NC",NC,42889,48148,48748,50826,52356
"Surry County, NC",NC,38408,38843,43023,46342,48637
"Swain County, NC",NC,36103,38996,41407,43121,46075
"Transylvania County, NC",NC,45792,44578,47587,51398,55628
"Tyrrell County, NC",NC,33759,33666,35223,36765,37680
"Union County, NC",NC,71690,72548,77875,80428,86138
"Vance County, NC",NC,32698,34717,39847,40263,40450
"Wake County, NC",NC,70629,76173,77641,80169,84377
"Warren County, NC",NC,34149,36285,36831,38430,37027
"Washington County, NC",NC,35146,35367,36171,36042,40157
"Watauga County, NC",NC,41762,44014,48417,48489,51630
"Wayne County, NC",NC,41161,42421,44592,41572,45634
"Wilkes County, NC",NC,40647,41640,42453,44080,45250
"Wilson County, NC",NC,41276,41352,44825,44015,42414
"Yadkin County, NC",NC,41208,46276,46885,49070,50929
"Yancey County, NC",NC,36418,39686,41053,44756,47664
"Adams County, ND",ND,48106,48596,50847,53162,55880
"Barnes County, ND",ND,51053,53704,56696,54984,60689
"Benson County, ND",ND,39969,40787,41941,42407,45709
"Billings County, ND",ND,76913,71697,74312,76235,69528
"Bottineau County, ND",ND,56645,54444,55775,59161,62904
"Bowman County, ND",ND,62892,59668,59451,62270,65411
"Burke County, ND",ND,68477,63787,62629,63261,67545
"Burleigh County, ND",ND,66057,66406,70075,72277,73565
"Cass County, ND",ND,55946,59711,64428,63885,63977
"Cavalier County, ND",ND,57200,52880,59794,60314,63484
"Dickey County, ND",ND,56325,54044,53564,53286,57490
"Divide County, ND",ND,62922,60315,55867,58715,61506
"Dunn County, ND",ND,73135,67375,67337,66383,75723
"Eddy County, ND",ND,47804,55196,49725,51327,54465
"Emmons County, ND",ND,46952,44646,46681,47976,53073
"Foster County, ND",ND,53408,54218,58752,58096,54917
"Golden Valley County, ND",ND,56948,56795,63054,58075,58370
"Grand Forks County, ND",ND,52022,51820,50933,54311,57388
"Grant County, ND",ND,40879,39822,48189,41295,41841
"Griggs County, ND",ND,47222,49350,51823,54250,56527
"Hettinger County, ND",ND,53403,50158,51827,51455,54600
"Kidder County, ND",ND,46800,47914,46708,45401,50570
"LaMoure County, ND",ND,58638,52563,57808,54514,56059
"Logan County, ND",ND,50047,50841,46948,50141,51496
"McHenry County, ND",ND,56351,53719,53060,54795,59661
"McIntosh County, ND",ND,48494,42950,43804,47288,47349
"McKenzie County, ND",ND,82906,77733,75408,76224,86890
"McLean County, ND",ND,62480,60684,61121,64524,67453
"Mercer County, ND",ND,75698,80072,82991,82303,83341
"Morton County, ND",ND,64260,65021,63279,68043,68051
"Mountrail County, ND",ND,65606,63736,64247,67162,69040
"Nelson County, ND",ND,48196,45233,47708,50093,56098
"Oliver County, ND",ND,65798,65920,68151,68243,72919
"Pembina County, ND",ND,58683,59244,56164,58766,59970
"Pierce County, ND",ND,43419,44291,48380,47360,56753
"Ramsey County, ND",ND,51607,51481,56464,54814,60710
"Ransom County, ND",ND,60122,56550,62465,61634,66422
"Renville County, ND",ND,65651,57392,60178,60205,84986
"Richland County, ND",ND,56942,59556,61361,61174,62837
"Rolette County, ND",ND,37634,40595,40777,42021,45296
"Sargent County, ND",ND,58626,59464,62940,64756,67551
"Sheridan County, ND",ND,38234,38977,40786,39439,58725
"Sioux County, ND",ND,32895,33550,34705,37002,37133
"Slope County, ND",ND,56833,54040,55326,49843,52695
"Stark County, ND",ND,76844,78604,66925,71888,68759
"Steele County, ND",ND,61352,61808,66210,66929,67661
"Stutsman County, ND",ND,54925,53769,57265,57002,60297
"Towner County, ND",ND,51561,50987,51382,51848,53024
"Traill County, ND",ND,54814,55068,63204,59931,69443
"Walsh County, ND",ND,51749,51481,50807,59705,59153
"Ward County, ND",ND,61170,61089,62932,63938,68634
"Wells County, ND",ND,51857,51677,54556,58261,56167
"Williams County, ND",ND,89860,81719,80161,79354,84606
"Adams County, OH",OH,36609,38302,41644,42154,43145
"Allen County, OH",OH,49297,47924,51325,50301,58271
"Ashland County, OH",OH,48338,50612,51103,54362,52554
"Ashtabula County, OH",OH,44258,43668,45157,46950,47388
"Athens County, OH",OH,38400,38131,42955,40416,43621
"Auglaize County, OH",OH,58840,59543,63336,63754,64227
"Belmont County, OH",OH,45675,45661,52221,48989,50166
"Brown County, OH",OH,47202,51504,48207,55334,58441
"Butler County, OH",OH,58954,63094,64026,61053,68611
"Carroll County, OH",OH,52166,48616,51296,50002,56999
"Champaign County, OH",OH,58837,56203,54335,57701,62077
"Clark County, OH",OH,47651,47410,47654,50089,50832
"Clermont County, OH",OH,62214,61203,66193,65280,68724
"Clinton County, OH",OH,47055,53234,50794,53947,52870
"Columbiana County, OH",OH,42301,46873,43123,44938,52693
"Coshocton County, OH",OH,41643,45777,44471,46420,49679
"Crawford County, OH",OH,41471,44336,45395,44715,49484
"Cuyahoga County, OH",OH,45506,46703,46918,50006,52503
"Darke County, OH",OH,51131,52771,53954,53853,56824
"Defiance County, OH",OH,53936,52210,59538,56740,60918
"Delaware County, OH",OH,97679,102990,107676,103536,110252
"Erie County, OH",OH,48129,51354,54849,53135,60790
"Fairfield County, OH",OH,61450,65198,67276,67654,71782
"Fayette County, OH",OH,45068,44257,46067,47733,51023
"Franklin County, OH",OH,53939,56090,59214,60383,64648
"Fulton County, OH",OH,58782,56504,59214,62800,64334
"Gallia County, OH",OH,38738,42074,43149,43785,48094
"Geauga County, OH",OH,76315,77938,82744,84093,79865
"Greene County, OH",OH,61250,62751,68040,68380,69709
"Guernsey County, OH",OH,41630,43519,43733,44623,48283
"Hamilton County, OH",OH,51070,53344,55178,57300,60251
"Hancock County, OH",OH,55265,56406,54386,61579,62720
"Hardin County, OH",OH,44101,46969,47185,49580,51155
"Harrison County, OH",OH,44221,44274,48160,50301,50137
"Henry County, OH",OH,56986,57752,57678,57705,61351
"Highland County, OH",OH,41494,44729,43840,49161,47126
"Hocking County, OH",OH,43598,47799,48397,50568,51016
"Holmes County, OH",OH,53540,58783,61593,60828,62596
"Huron County, OH",OH,48838,51278,48244,55202,56704
"Jackson County, OH",OH,42828,45168,44671,44726,50671
"Jefferson County, OH",OH,43306,43558,43520,42821,47652
"Knox County, OH",OH,50914,53375,52061,56885,59957
"Lake County, OH",OH,60782,61946,60521,65883,65040
"Lawrence County, OH",OH,39698,42132,43108,43031,46433
"Licking County, OH",OH,59119,58902,62658,66145,66321
"Logan County, OH",OH,49690,53760,54782,61699,60624
"Lorain County, OH",OH,52779,54951,55443,59265,59201
"Lucas County, OH",OH,43136,45251,47562,47865,49924
"Madison County, OH",OH,63736,60039,69937,61645,65696
"Mahoning County, OH",OH,42443,42839,43904,48010,48018
"Marion County, OH",OH,43529,44783,46450,45419,51479
"Medina County, OH",OH,70576,73148,72926,76475,78540
"Meigs County, OH",OH,38479,39070,42200,44286,43754
"Mercer County, OH",OH,56124,57577,60055,62782,67075
"Miami County, OH",OH,51685,59591,60800,59922,63524
"Monroe County, OH",OH,41754,44062,44868,46314,48231
"Montgomery County, OH",OH,46696,47239,48039,51071,54704
"Morgan County, OH",OH,39969,40680,41375,40557,46883
"Morrow County, OH",OH,52312,52953,55466,60452,59498
"Muskingum County, OH",OH,43324,44871,44884,49586,52105
"Noble County, OH",OH,47714,48836,44835,48792,50788
"Ottawa County, OH",OH,58793,56569,55968,58345,63352
"Paulding County, OH",OH,49796,51020,52534,53876,58100
"Perry County, OH",OH,44738,47543,51702,51534,51875
"Pickaway County, OH",OH,58472,60051,62445,58742,63931
"Pike County, OH",OH,39851,42869,43499,45163,46255
"Portage County, OH",OH,53609,52947,59490,63689,57439
"Preble County, OH",OH,51042,57896,52300,53904,62128
"Putnam County, OH",OH,60036,61069,62944,64304,73454
"Richland County, OH",OH,45273,44835,47141,49668,51883
"Ross County, OH",OH,45615,47507,50387,49385,54728
"Sandusky County, OH",OH,49994,52452,53058,53978,58415
"Scioto County, OH",OH,37277,39245,41843,41267,45410
"Seneca County, OH",OH,48617,49546,47805,52165,55664
"Shelby County, OH",OH,59149,59604,60148,63398,64304
"Stark County, OH",OH,48976,51036,51214,52310,55623
"Summit County, OH",OH,51434,52226,55531,58890,57753
"Trumbull County, OH",OH,42831,45929,46340,47424,47966
"Tuscarawas County, OH",OH,47588,50273,51408,51030,54150
"Union County, OH",OH,76116,78796,86609,84861,91597
"Van Wert County, OH",OH,51264,52610,49120,54331,55361
"Vinton County, OH",OH,41675,41522,40927,43457,46301
"Warren County, OH",OH,81383,81543,85532,87391,91645
"Washington County, OH",OH,44697,47802,46417,50904,52565
"Wayne County, OH",OH,52717,53605,56172,59142,58747
"Williams County, OH",OH,49031,50770,50347,54581,54239
"Wood County, OH",OH,57390,60347,61774,64282,64723
"Wyandot County, OH",OH,51109,55590,47527,55995,61733
"Adair County, OK",OK,31572,33632,33187,35156,39589
"Alfalfa County, OK",OK,52551,53695,52017,52952,57497
"Atoka County, OK",OK,34850,36766,38595,39702,41872
"Beaver County, OK",OK,59544,53493,53242,52550,55397
"Beckham County, OK",OK,51394,47407,49784,47825,50512
"Blaine County, OK",OK,43540,44229,46253,49513,50574
"Bryan County, OK",OK,40875,39219,41563,43445,44074
"Caddo County, OK",OK,43548,40296,41085,48533,45755
"Canadian County, OK",OK,63291,68291,73878,70942,75111
"Carter County, OK",OK,45287,47966,45755,48660,51895
"Cherokee County, OK",OK,40600,36297,40051,42913,45544
"Choctaw County, OK",OK,30572,32458,30501,35308,37131
"Cimarron County, OK",OK,44023,44000,40370,46777,47602
"Cleveland County, OK",OK,59417,61275,61364,62343,64706
"Coal County, OK",OK,38954,41111,37874,39396,41273
"Comanche County, OK",OK,46821,48493,50530,51382,51184
"Cotton County, OK",OK,42901,43019,42518,43386,46450
"Craig County, OK",OK,41119,42781,39320,43074,42978
"Creek County, OK",OK,47395,45630,47397,54478,54737
"Custer County, OK",OK,47745,43247,47244,49577,51803
"Delaware County, OK",OK,38840,39144,37173,40287,44602
"Dewey County, OK",OK,53004,49398,48939,50728,56316
"Ellis County, OK",OK,57524,51745,48001,51867,54013
"Garfield County, OK",OK,49070,49841,49116,52387,58381
"Garvin County, OK",OK,46139,40978,41990,47858,46786
"Grady County, OK",OK,53208,55552,54887,56489,63647
"Grant County, OK",OK,50729,48118,45025,49073,60303
"Greer County, OK",OK,36495,35231,34254,37445,38641
"Harmon County, OK",OK,33144,36703,35144,38537,37988
"Harper County, OK",OK,52635,48559,50101,55112,40265
"Haskell County, OK",OK,36888,36418,36551,37776,41643
"Hughes County, OK",OK,37676,33578,35875,37566,37631
"Jackson County, OK",OK,44723,44211,44733,47747,48430
"Jefferson County, OK",OK,36227,37105,36169,37338,39785
"Johnston County, OK",OK,38980,38080,40129,39756,41805
"Kay County, OK",OK,43373,44391,45447,45700,48522
"Kingfisher County, OK",OK,59462,60814,61728,59266,68839
"Kiowa County, OK",OK,37721,36069,36003,37831,39788
"Latimer County, OK",OK,38313,35942,37358,38284,42014
"Le Flore County, OK",OK,38261,37005,38576,38709,42378
"Lincoln County, OK",OK,46976,44914,47011,48039,51012
"Logan County, OK",OK,57892,54305,60628,69114,66625
"Love County, OK",OK,45223,45200,48312,48725,51481
"McClain County, OK",OK,56700,61730,63787,65831,75009
"McCurtain County, OK",OK,31723,32664,32092,37390,40803
"McIntosh County, OK",OK,35775,36903,37210,37468,40614
"Major County, OK",OK,55020,51607,49929,56102,59690
"Marshall County, OK",OK,41312,41669,45133,42258,45005
"Mayes County, OK",OK,46373,45922,45343,50951,49293
"Murray County, OK",OK,45560,48008,46602,50031,50965
"Muskogee County, OK",OK,40340,40581,38692,43911,43392
"Noble County, OK",OK,51977,50316,57383,54210,56307
"Nowata County, OK",OK,43341,41800,41183,45734,47456
"Okfuskee County, OK",OK,37289,35106,37551,37545,39265
"Oklahoma County, OK",OK,49750,51082,51389,52346,56272
"Okmulgee County, OK",OK,39825,38446,42811,42354,41725
"Osage County, OK",OK,46093,46074,47084,48826,50667
"Ottawa County, OK",OK,36166,39210,38168,38194,41530
"Pawnee County, OK",OK,45184,44619,46570,46949,47646
"Payne County, OK",OK,41747,42035,40237,47748,43025
"Pittsburg County, OK",OK,43257,44520,44194,42376,47215
"Pontotoc County, OK",OK,44798,44212,44913,48450,49510
"Pottawatomie County, OK",OK,43587,42453,48103,48499,52747
"Pushmataha County, OK",OK,34910,34222,35695,37026,37718
"Roger Mills County, OK",OK,57063,54629,51695,53871,59286
"Rogers County, OK",OK,63263,62622,61731,61849,67054
"Seminole County, OK",OK,39102,36671,36780,37901,40725
"Sequoyah County, OK",OK,36718,39629,37755,38998,43038
"Stephens County, OK",OK,47949,44505,47637,46512,47826
"Texas County, OK",OK,51092,50993,48412,51812,56014
"Tillman County, OK",OK,38247,36350,39581,41186,41251
"Tulsa County, OK",OK,51366,51476,52579,55796,57668
"Wagoner County, OK",OK,57948,61882,59466,62889,65191
"Washington County, OK",OK,52056,52283,51691,53992,62515
"Washita County, OK",OK,49606,45642,44970,47484,50823
"Woods County, OK",OK,52920,50441,49979,51715,40684
"Woodward County, OK",OK,60290,57403,52345,55134,73253
"Baker County, OR",OR,40855,42177,43929,45972,48530
"Benton County, OR",OR,54773,56167,60572,63600,69148
"Clackamas County, OR",OR,69523,74460,79404,81061,80539
"Clatsop County, OR",OR,47340,49898,52706,53806,59339
"Columbia County, OR",OR,52060,63055,61453,63338,72285
"Coos County, OR",OR,38934,41403,42464,48352,49504
"Crook County, OR",OR,45046,45350,47940,51348,58739
"Curry County, OR",OR,38126,40682,40580,48788,51267
"Deschutes County, OR",OR,56911,61248,65506,67372,71880
"Douglas County, OR",OR,41696,43202,47157,47020,48940
"Gilliam County, OR",OR,50694,45728,53792,54325,61205
"Grant County, OR",OR,43105,44309,46329,46141,49792
"Harney County, OR",OR,40468,41846,42883,43370,39874
"Hood River County, OR",OR,53726,53941,63951,66607,68835
"Jackson County, OR",OR,44855,48538,51364,55511,56367
"Jefferson County, OR",OR,42325,44943,49616,50376,52543
"Josephine County, OR",OR,40569,38921,43492,46578,47533
"Klamath County, OR",OR,42384,44678,41875,45374,53030
"Lake County, OR",OR,39878,40095,43627,44847,47867
"Lane County, OR",OR,47254,47933,50711,53161,57212
"Lincoln County, OR",OR,41118,41791,45435,49265,52276
"Linn County, OR",OR,47757,50876,51888,54292,61084
"Malheur County, OR",OR,37604,38130,41786,42624,42019
"Marion County, OR",OR,51623,55954,56148,56408,64058
"Morrow County, OR",OR,53774,53588,51673,55343,59781
"Multnomah County, OR",OR,58764,62292,63587,70756,72469
"Polk County, OR",OR,55342,55218,56917,62389,69757
"Sherman County, OR",OR,51448,57216,56096,58838,60035
"Tillamook County, OR",OR,44972,46226,48470,52486,52298
"Umatilla County, OR",OR,49016,49667,51586,53917,58286
"Union County, OR",OR,46378,47309,46753,50616,54264
"Wallowa County, OR",OR,44045,46350,47822,48137,52106
"Wasco County, OR",OR,45110,50562,49735,52269,56993
"Washington County, OR",OR,70417,75577,80845,82819,85665
"Wheeler County, OR",OR,34157,35341,40047,39579,42747
"Yamhill County, OR",OR,52806,60643,62759,61776,71815
"Adams County, PA",PA,60558,59645,62997,62877,67706
"Allegheny County, PA",PA,54412,56099,58547,59881,64799
"Armstrong County, PA",PA,44893,46968,46227,49436,56259
"Beaver County, PA",PA,50131,54715,54739,54823,60323
"Bedford County, PA",PA,45988,44834,47760,50257,54251
"Berks County, PA",PA,56167,59205,61022,62519,67418
"Blair County, PA",PA,44880,44197,46072,49244,51004
"Bradford County, PA",PA,49367,50567,47457,50978,51356
"Bucks County, PA",PA,80512,80132,84784,88538,93587
"Butler County, PA",PA,67892,66277,68709,67161,72576
"Cambria County, PA",PA,43786,43614,46007,45163,48798
"Cameron County, PA",PA,42452,39069,41335,41770,43704
"Carbon County, PA",PA,52121,51021,51395,53901,59985
"Centre County, PA",PA,55084,59070,56366,58258,61036
"Chester County, PA",PA,90555,92551,96803,99224,102233
"Clarion County, PA",PA,39988,44670,45657,46284,49173
"Clearfield County, PA",PA,44336,46173,47818,46706,46967
"Clinton County, PA",PA,45897,46742,45036,50999,50777
"Columbia County, PA",PA,44763,48821,51302,50774,54377
"Crawford County, PA",PA,45989,45388,49044,50805,49741
"Cumberland County, PA",PA,63926,64116,69222,71695,75269
"Dauphin County, PA",PA,54198,59958,61229,57979,60763
"Delaware County, PA",PA,67184,67773,73637,71961,76783
"Elk County, PA",PA,47826,49274,51711,54876,55462
"Erie County, PA",PA,47118,48820,50419,48453,51923
"Fayette County, PA",PA,40293,42056,42892,50381,48055
"Forest County, PA",PA,37388,38819,40564,41750,41267
"Franklin County, PA",PA,56975,59474,60077,60744,62699
"Fulton County, PA",PA,49378,47450,50716,52277,56357
"Greene County, PA",PA,50714,50579,48590,50956,56599
"Huntingdon County, PA",PA,44875,46684,49655,49019,54323
"Indiana County, PA",PA,45448,43171,46084,47999,51299
"Jefferson County, PA",PA,45499,42670,43911,46751,50789
"Juniata County, PA",PA,50008,49506,48334,54342,57837
"Lackawanna County, PA",PA,48000,47398,49082,52872,53655
"Lancaster County, PA",PA,59231,61347,63402,66270,67515
"Lawrence County, PA",PA,43944,46727,48666,48418,50979
"Lebanon County, PA",PA,52829,56971,57389,61087,61560
"Lehigh County, PA",PA,56352,60243,60706,62139,65436
"Luzerne County, PA",PA,49589,46452,50982,53469,53439
"Lycoming County, PA",PA,49941,48962,50292,53820,53762
"Mc Kean County, PA",PA,46039,43082,45031,46529,53266
"Mercer County, PA",PA,46319,49187,46851,48788,54099
"Mifflin County, PA",PA,42296,43245,50449,47648,50571
"Monroe County, PA",PA,57152,59574,61296,63318,63012
"Montgomery County, PA",PA,83258,84156,87338,90155,92340
"Montour County, PA",PA,57056,54861,62595,61314,65534
"Northampton County, PA",PA,62129,65730,65872,68217,73780
"Northumberland County, PA",PA,44221,46783,45352,47243,47967
"Perry County, PA",PA,54818,59244,61225,62366,65401
"Philadelphia County, PA",PA,41210,41514,40193,46149,47598
"Pike County, PA",PA,60436,60082,67317,62657,66595
"Potter County, PA",PA,41754,44267,41309,44883,49054
"Schuylkill County, PA",PA,45733,50299,49360,48809,55951
"Snyder County, PA",PA,49803,52487,54336,56991,56873
"Somerset County, PA",PA,43608,43938,47950,50504,49082
"Sullivan County, PA",PA,43844,43426,43800,48998,51718
"Susquehanna County, PA",PA,50141,47518,50612,52573,60235
"Tioga County, PA",PA,48186,49004,47500,48799,51324
"Union County, PA",PA,57862,57013,58310,55679,61306
"Venango County, PA",PA,44916,41395,47593,45761,53619
"Warren County, PA",PA,45362,43896,49788,50554,52592
"Washington County, PA",PA,57622,58068,60332,63119,65558
"Wayne County, PA",PA,49927,49357,49985,53602,56265
"Westmoreland County, PA",PA,53422,56544,60308,58398,59407
"Wyoming County, PA",PA,51797,55836,55820,57599,60419
"York County, PA",PA,58527,62305,63493,65238,69101
"Bristol County, RI",RI,75324,70697,72614,80231,87926
"Kent County, RI",RI,65332,63762,72765,69089,74230
"Newport County, RI",RI,66096,72776,77186,77760,80862
"Providence County, RI",RI,50364,52011,55848,56141,62165
"Washington County, RI",RI,71951,77000,78599,86715,86450
"Abbeville County, SC",SC,35932,40211,41118,42412,46499
"Aiken County, SC",SC,48012,47394,51583,52633,56824
"Allendale County, SC",SC,27089,26864,28135,29124,32147
"Anderson County, SC",SC,44745,45821,48846,51740,54496
"Bamberg County, SC",SC,29642,32245,32693,36230,35364
"Barnwell County, SC",SC,33280,41803,36568,38131,36675
"Beaufort County, SC",SC,60071,65354,60319,65843,73890
"Berkeley County, SC",SC,55876,58690,57399,62204,68690
"Calhoun County, SC",SC,41277,41786,45149,45385,47090
"Charleston County, SC",SC,56244,56564,60144,62958,70980
"Cherokee County, SC",SC,37098,38273,34962,42542,46905
"Chester County, SC",SC,35006,39972,40850,42116,45400
"Chesterfield County, SC",SC,36520,39869,38881,39046,42441
"Clarendon County, SC",SC,34654,34541,36647,36722,39900
"Colleton County, SC",SC,33745,35760,36139,39079,40808
"Darlington County, SC",SC,36719,37711,38886,37206,44007
"Dillon County, SC",SC,31094,31761,32229,33159,35483
"Dorchester County, SC",SC,55595,58167,63269,65468,68051
"Edgefield County, SC",SC,46430,46816,48059,48818,52591
"Fairfield County, SC",SC,36622,36715,40285,39522,42496
"Florence County, SC",SC,41197,45044,43727,47949,49770
"Georgetown County, SC",SC,44395,47842,48373,46058,53747
"Greenville County, SC",SC,52017,55452,56311,61162,64399
"Greenwood County, SC",SC,42240,40599,42740,43879,43958
"Hampton County, SC",SC,30772,35667,36834,35871,37560
"Horry County, SC",SC,47083,45608,45979,49082,53648
"Jasper County, SC",SC,37231,41902,40960,43125,50790
"Kershaw County, SC",SC,48233,48824,50627,52270,56318
"Lancaster County, SC",SC,47279,53421,57667,58035,63842
"Laurens County, SC",SC,39731,43191,41695,42099,47038
"Lee County, SC",SC,31525,32015,33756,33199,37710
"Lexington County, SC",SC,55413,57623,60329,60627,62059
"McCormick County, SC",SC,41589,43262,44644,44683,48645
"Marion County, SC",SC,30528,31556,31438,34365,35138
"Marlboro County, SC",SC,32485,32991,33412,33534,34532
"Newberry County, SC",SC,41120,42128,42538,48029,50773
"Oconee County, SC",SC,44819,46996,51087,50529,52240
"Orangeburg County, SC",SC,37651,34557,36358,37134,38736
"Pickens County, SC",SC,44091,46154,48133,48794,52949
"Richland County, SC",SC,51065,51973,52187,52611,52905
"Saluda County, SC",SC,41409,43685,44487,46019,49493
"Spartanburg County, SC",SC,45768,47706,51035,53567,55588
"Sumter County, SC",SC,41058,41205,44375,45181,49611
"Union County, SC",SC,35467,39119,41327,40686,42851
"Williamsburg County, SC",SC,28943,28314,32421,32814,34409
"York County, SC",SC,57302,61044,62620,64904,68468
"Aurora County, SD",SD,50392,50482,49406,53107,56360
"Beadle County, SD",SD,47592,48716,45878,49712,51844
"Bennett County, SD",SD,40529,33973,35529,37071,36345
"Bon Homme County, SD",SD,48900,48889,48110,50278,52660
"Brookings County, SD",SD,55749,58591,56947,62109,59036
"Brown County, SD",SD,52065,53039,55572,60082,61447
"Brule County, SD",SD,50604,49724,50165,49732,65008
"Buffalo County, SD",SD,22894,22500,22679,25973,26671
"Butte County, SD",SD,43572,44052,44135,44388,50105
"Campbell County, SD",SD,49569,47592,49459,45737,56043
"Charles Mix County, SD",SD,41005,41888,42196,47412,51340
"Clark County, SD",SD,60544,45997,48207,48517,54158
"Clay County, SD",SD,43902,42171,44943,46378,51039
"Codington County, SD",SD,53073,50355,56913,55580,63442
"Corson County, SD",SD,31621,31267,30446,34024,32848
"Custer County, SD",SD,54309,51223,56894,58806,63665
"Davison County, SD",SD,47591,50238,52171,51724,57367
"Day County, SD",SD,45131,43602,48656,48023,51516
"Deuel County, SD",SD,54087,53517,55326,55404,65217
"Dewey County, SD",SD,38337,38540,37621,41942,47640
"Douglas County, SD",SD,51915,48475,50666,55159,56030
"Edmunds County, SD",SD,56304,55477,56083,58977,59905
"Fall River County, SD",SD,44065,44440,45273,46782,49965
"Faulk County, SD",SD,47802,47756,47700,49068,49198
"Grant County, SD",SD,51251,55118,58575,59813,60057
"Gregory County, SD",SD,36150,38338,38420,40583,42868
"Haakon County, SD",SD,50221,47596,46694,51801,50747
"Hamlin County, SD",SD,57278,57575,61935,65776,60864
"Hand County, SD",SD,52718,52592,51252,52568,56239
"Hanson County, SD",SD,59508,61242,62790,63772,78478
"Harding County, SD",SD,57053,53080,53035,55017,55482
"Hughes County, SD",SD,60582,63468,63049,70093,66952
"Hutchinson County, SD",SD,49558,51786,53170,54434,59336
"Hyde County, SD",SD,49820,51053,50134,52496,63454
"Jackson County, SD",SD,36308,33881,32023,34122,37879
"Jerauld County, SD",SD,49054,47468,45021,47689,52162
"Jones County, SD",SD,47362,45485,41679,49609,52650
"Kingsbury County, SD",SD,54543,49653,54274,54609,61992
"Lake County, SD",SD,55300,57473,59743,60733,63946
"Lawrence County, SD",SD,51553,50488,52141,51774,53902
"Lincoln County, SD",SD,77540,84610,89458,84889,86235
"Lyman County, SD",SD,39527,42682,43798,47429,47813
"McCook County, SD",SD,56382,58975,58271,59913,62535
"McPherson County, SD",SD,43859,41253,40867,39850,43243
"Marshall County, SD",SD,50216,54019,58651,56862,59103
"Meade County, SD",SD,55515,54976,59563,59524,59981
"Mellette County, SD",SD,34241,33173,32358,32780,36489
"Miner County, SD",SD,47970,46744,51405,50123,52230
"Minnehaha County, SD",SD,55605,60244,61182,60033,63162
"Moody County, SD",SD,54729,55731,57740,57392,61029
"Oglala Lakota County, SD",SD,30391,30086,34411,31662,34078
"Pennington County, SD",SD,52217,51508,55104,58738,58919
"Perkins County, SD",SD,44132,46868,46997,55626,49999
"Potter County, SD",SD,54655,54227,53386,54722,58012
"Roberts County, SD",SD,42744,43811,44020,44709,49088
"Sanborn County, SD",SD,49638,51157,48923,54874,56507
"Spink County, SD",SD,46504,49463,50965,50590,54666
"Stanley County, SD",SD,62015,66006,66343,69991,70472
"Sully County, SD",SD,58230,54593,55421,59457,61791
"Todd County, SD",SD,29193,29108,29046,31876,34015
"Tripp County, SD",SD,48289,45288,42724,45710,50503
"Turner County, SD",SD,54134,58802,56203,62792,63852
"Union County, SD",SD,74439,74857,82100,80698,83910
"Walworth County, SD",SD,44480,47834,46550,48394,51472
"Yankton County, SD",SD,48991,54665,55907,56535,60868
"Ziebach County, SD",SD,33239,30798,29985,32341,33508
"Anderson County, TN",TN,44488,46731,48679,50672,50973
"Bedford County, TN",TN,44734,47295,50904,49860,50539
"Benton County, TN",TN,36201,35723,36034,38940,42322
"Bledsoe County, TN",TN,39730,37530,38261,40195,42730
"Blount County, TN",TN,49532,51233,51391,57939,59368
"Bradley County, TN",TN,43772,45326,48663,50427,52534
"Campbell County, TN",TN,33092,34997,40866,39443,42500
"Cannon County, TN",TN,43864,45097,51795,51859,52960
"Carroll County, TN",TN,38412,40392,41492,42025,43258
"Carter County, TN",TN,35053,33382,39725,39202,39964
"Cheatham County, TN",TN,56447,58555,59103,63241,62786
"Chester County, TN",TN,43452,44567,45261,47508,50769
"Claiborne County, TN",TN,35193,33437,37886,37987,40116
"Clay County, TN",TN,32750,30976,34035,34238,36694
"Cocke County, TN",TN,31355,31965,35788,36192,40528
"Coffee County, TN",TN,44452,47884,48188,49494,54931
"Crockett County, TN",TN,38474,41447,40480,44431,45642
"Cumberland County, TN",TN,39472,43504,45118,46527,49142
"Davidson County, TN",TN,51999,54666,58264,60799,63846
"Decatur County, TN",TN,38771,38246,38988,42905,45215
"DeKalb County, TN",TN,43804,40869,42080,47420,46407
"Dickson County, TN",TN,47621,52144,49518,56166,59126
"Dyer County, TN",TN,43391,40163,44549,44302,48770
"Fayette County, TN",TN,56710,56724,60112,59529,67345
"Fentress County, TN",TN,31824,32352,32895,36687,38608
"Franklin County, TN",TN,47286,47562,49596,50201,54319
"Gibson County, TN",TN,40789,38605,42859,42720,46384
"Giles County, TN",TN,42207,43238,47838,48024,50847
"Grainger County, TN",TN,38103,39752,43190,41829,44929
"Greene County, TN",TN,36309,40855,40145,44366,44975
"Grundy County, TN",TN,33595,32453,34454,36317,38447
"Hamblen County, TN",TN,39566,42047,44181,44040,46842
"Hamilton County, TN",TN,48943,48690,52096,57196,57802
"Hancock County, TN",TN,27987,28228,29689,30691,31938
