,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
487,Georgia,Lincoln County,7722,7855,7856,7925,7921
488,Georgia,Long County,17658,18372,18780,19091,19559
489,Georgia,Lowndes County,113342,114360,115404,116309,117406
490,Georgia,Lumpkin County,31285,31415,32801,32899,33610
491,Georgia,McDuffie County,21462,21456,21511,21532,21312
492,Georgia,McIntosh County,14031,14057,14080,14322,14378
493,Georgia,Macon County,13688,13478,13254,13160,12947
494,Georgia,Madison County,28419,28856,29295,29642,29880
495,Georgia,Marion County,8558,8468,8403,8373,8359
496,Georgia,Meriwether County,21173,21074,21021,21094,21167
497,Georgia,Miller County,5848,5874,5813,5684,5718
498,Georgia,Mitchell County,22449,22455,22317,22135,21863
499,Georgia,Monroe County,26708,26905,27163,27503,27578
500,Georgia,Montgomery County,8942,8985,9024,9168,9172
501,Georgia,Morgan County,17948,18107,18373,18831,19276
502,Georgia,Murray County,39430,39347,39803,39943,40096
503,Georgia,Muscogee County,198702,196219,193836,194169,195769
504,Georgia,Newton County,104884,106499,107846,109421,111744
505,Georgia,Oconee County,35853,36929,38122,39478,40280
506,Georgia,Oglethorpe County,14732,14712,14874,15080,15259
507,Georgia,Paulding County,151649,155246,159509,164053,168667
508,Georgia,Peach County,26970,26885,26961,27363,27546
509,Georgia,Pickens County,30136,30652,31541,32014,32591
510,Georgia,Pierce County,19094,19104,19197,19388,19465
511,Georgia,Pike County,17925,17897,18204,18647,18962
512,Georgia,Polk County,41207,41555,41818,42346,42613
513,Georgia,Pulaski County,11395,11288,11181,11080,11137
514,Georgia,Putnam County,21307,21515,21692,21820,22119
515,Georgia,Quitman County,2275,2320,2333,2260,2299
516,Georgia,Rabun County,16223,16465,16545,16857,17137
517,Georgia,Randolph County,7150,7155,6969,6812,6778
518,Georgia,Richmond County,201451,201949,201673,201667,202518
519,Georgia,Rockdale County,88354,88987,89843,90505,90896
520,Georgia,Schley County,5209,5173,5235,5230,5257
521,Georgia,Screven County,14059,14003,13956,13960,13966
522,Georgia,Seminole County,8565,8427,8253,8270,8090
523,Georgia,Spalding County,63818,64546,65358,66107,66703
524,Georgia,Stephens County,25446,25637,25736,26007,25925
525,Georgia,Stewart County,5973,6122,6314,6435,6621
526,Georgia,Sumter County,30696,30403,29901,29796,29524
527,Georgia,Talbot County,6498,6366,6256,6290,6195
528,Georgia,Taliaferro County,1642,1611,1613,1612,1537
529,Georgia,Tattnall County,25387,25342,25409,25485,25286
530,Georgia,Taylor County,8243,8189,8110,8020,8020
531,Georgia,Telfair County,16451,15962,15929,15974,15860
532,Georgia,Terrell County,9013,8861,8695,8587,8531
533,Georgia,Thomas County,44796,44950,44619,44334,44451
534,Georgia,Tift County,40536,40554,40431,40542,40644
535,Georgia,Toombs County,27150,27121,26859,26902,26830
536,Georgia,Towns County,11212,11419,11553,11866,12037
537,Georgia,Treutlen County,6803,6710,6746,6813,6901
538,Georgia,Troup County,69595,69939,70062,70078,69922
539,Georgia,Turner County,7982,7944,7895,7908,7985
540,Georgia,Twiggs County,8347,8249,8253,8174,8120
541,Georgia,Union County,22007,22640,23376,23905,24511
542,Georgia,Upson County,26231,26245,26201,26185,26320
543,Georgia,Walker County,68537,68455,68999,69443,69761
544,Georgia,Walton County,88333,89786,91296,93202,94593
545,Georgia,Ware County,35327,35648,35668,35587,35734
546,Georgia,Warren County,5374,5345,5265,5247,5254
547,Georgia,Washington County,20736,20347,20311,20410,20374
548,Georgia,Wayne County,29430,29974,29797,29810,29927
549,Georgia,Webster County,2631,2616,2589,2606,2607
550,Georgia,Wheeler County,7911,8015,7960,7898,7855
551,Georgia,White County,28387,28828,29445,29988,30798
552,Georgia,Whitfield County,103669,104406,104234,104249,104628
553,Georgia,Wilcox County,9024,8841,8791,8827,8635
554,Georgia,Wilkes County,9911,9809,9860,9864,9777
555,Georgia,Wilkinson County,9080,9020,8954,9043,8954
556,Georgia,Worth County,20688,20703,20528,20302,20247
557,Hawaii,Hawaii,1422052,1427559,1424393,1420593,1415872
558,Hawaii,Hawaii County,195975,198316,199981,201509,201513
559,Hawaii,Honolulu County,991064,992268,986353,979858,974563
560,Hawaii,Kalawao County,88,88,86,86,86
561,Hawaii,Kauai County,71021,71537,71827,72168,72293
562,Hawaii,Maui County,163904,165350,166146,166972,167417
563,Idaho,Idaho,1651059,1682380,1717715,1750536,1787065
564,Idaho,Ada County,432862,444486,456548,468764,481587
565,Idaho,Adams County,3891,3941,4127,4234,4294
566,Idaho,Bannock County,84184,84676,85482,86674,87808
567,Idaho,Bear Lake County,5879,5927,6023,6044,6125
568,Idaho,Benewah County,8996,9021,9157,9218,9298
569,Idaho,Bingham County,45057,45315,45884,46129,46811
570,Idaho,Blaine County,21636,22062,22373,22771,23021
571,Idaho,Boise County,6963,7095,7347,7655,7831
572,Idaho,Bonner County,41600,42357,43654,44705,45739
573,Idaho,Bonneville County,109849,112118,114488,116444,119062
574,Idaho,Boundary County,11299,11701,11965,12016,12245
575,Idaho,Butte County,2566,2572,2585,2587,2597
576,Idaho,Camas County,1070,1082,1096,1121,1106
577,Idaho,Canyon County,206842,211381,216858,223236,229849
578,Idaho,Caribou County,6733,6867,6973,7037,7155
579,Idaho,Cassia County,23499,23479,23650,23791,24030
580,Idaho,Clark County,886,870,879,851,845
581,Idaho,Clearwater County,8554,8651,8646,8758,8756
582,Idaho,Custer County,4059,4084,4135,4250,4315
583,Idaho,Elmore County,25826,26137,26881,27362,27511
584,Idaho,Franklin County,12955,13320,13467,13704,13876
585,Idaho,Fremont County,12812,12914,13122,13155,13099
586,Idaho,Gem County,16685,16959,17311,17587,18112
587,Idaho,Gooding County,15188,15135,15121,15116,15179
588,Idaho,Idaho County,16301,16236,16373,16476,16667
589,Idaho,Jefferson County,27127,27830,28439,29405,29871
590,Idaho,Jerome County,22971,23433,23768,24066,24412
591,Idaho,Kootenai County,149367,153019,157320,161209,165697
592,Idaho,Latah County,38796,39050,39741,39829,40108
593,Idaho,Lemhi County,7737,7709,7829,7932,8027
594,Idaho,Lewis County,3791,3846,3884,3832,3838
595,Idaho,Lincoln County,5307,5303,5376,5398,5366
596,Idaho,Madison County,37989,38972,39370,39261,39907
597,Idaho,Minidoka County,20430,20613,20722,20719,21039
598,Idaho,Nez Perce County,39995,40136,40289,40256,40408
599,Idaho,Oneida County,4248,4296,4389,4462,4531
600,Idaho,Owyhee County,11288,11364,11618,11669,11823
601,Idaho,Payette County,22790,22888,23163,23507,23951
602,Idaho,Power County,7687,7681,7606,7700,7681
603,Idaho,Shoshone County,12440,12416,12519,12790,12882
604,Idaho,Teton County,10725,11165,11445,11651,12142
605,Idaho,Twin Falls County,82245,83819,85374,86029,86878
606,Idaho,Valley County,10043,10422,10667,11021,11392
607,Idaho,Washington County,9891,10032,10051,10115,10194
608,Illinois,Illinois,12858913,12820527,12778828,12723071,12671821
609,Illinois,Adams County,66835,66475,66057,65623,65435
610,Illinois,Alexander County,6762,6459,6278,6041,5761
611,Illinois,Bond County,16686,16546,16648,16637,16426
612,Illinois,Boone County,53579,53570,53513,53480,53544
613,Illinois,Brown County,6753,6637,6609,6563,6578
614,Illinois,Bureau County,33491,33396,33137,32959,32628
615,Illinois,Calhoun County,4860,4869,4851,4829,4739
616,Illinois,Carroll County,14642,14596,14475,14314,14305
617,Illinois,Cass County,12843,12672,12492,12312,12147
618,Illinois,Champaign County,209382,210198,210425,209918,209689
619,Illinois,Christian County,33463,33230,33007,32653,32304
620,Illinois,Clark County,15868,15857,15812,15600,15441
621,Illinois,Clay County,13401,13314,13270,13266,13184
622,Illinois,Clinton County,37665,37599,37645,37697,37562
623,Illinois,Coles County,52179,51783,51353,50829,50621
624,Illinois,Cook County,5244088,5224272,5200821,5171960,5150233
625,Illinois,Crawford County,19255,19133,18975,18830,18667
626,Illinois,Cumberland County,10860,10868,10880,10804,10766
627,Illinois,DeKalb County,104195,104080,104309,104349,104897
628,Illinois,De Witt County,16184,16137,15906,15794,15638
629,Illinois,Douglas County,19835,19727,19629,19458,19465
630,Illinois,DuPage County,933609,931256,930265,927247,922921
631,Illinois,Edgar County,17603,17519,17390,17360,17161
632,Illinois,Edwards County,6511,6536,6448,6387,6395
633,Illinois,Effingham County,34202,34170,34123,34181,34008
634,Illinois,Fayette County,22036,21570,21514,21368,21336
635,Illinois,Ford County,13529,13352,13298,13212,12961
636,Illinois,Franklin County,39383,39075,38995,38695,38469
637,Illinois,Fulton County,35713,35473,35104,34830,34340
638,Illinois,Gallatin County,5221,5157,5071,5045,4828
639,Illinois,Greene County,13345,13123,13156,13065,12969
640,Illinois,Grundy County,50363,50317,50622,50973,51054
641,Illinois,Hamilton County,8248,8186,8181,8148,8116
642,Illinois,Hancock County,18216,18205,17958,17828,17708
643,Illinois,Hardin County,4067,3991,3922,3893,3821
644,Illinois,Henderson County,6997,6886,6819,6697,6646
645,Illinois,Henry County,49638,49498,49219,49069,48913
646,Illinois,Iroquois County,28522,28163,27777,27484,27114
647,Illinois,Jackson County,59214,58726,57904,57289,56750
648,Illinois,Jasper County,9630,9583,9523,9624,9610
649,Illinois,Jefferson County,38272,38214,38045,37708,37684
650,Illinois,Jersey County,22260,21947,21912,21795,21773
651,Illinois,Jo Daviess County,22066,21814,21495,21331,21235
652,Illinois,Johnson County,12777,12454,12399,12423,12417
653,Illinois,Kane County,528760,530726,532272,532720,532403
654,Illinois,Kankakee County,111750,111080,110540,109953,109862
655,Illinois,Kendall County,122878,124535,126152,127717,128990
656,Illinois,Knox County,51370,50917,50577,49978,49699
657,Illinois,Lake County,704611,704158,702475,699587,696535
658,Illinois,LaSalle County,111019,110215,109622,109159,108669
659,Illinois,Lawrence County,16465,16182,16027,15813,15678
660,Illinois,Lee County,34521,34494,34540,34296,34096
661,Illinois,Livingston County,36605,36107,36124,35714,35648
662,Illinois,Logan County,29284,29166,29034,28912,28618
663,Illinois,McDonough County,31449,30907,30373,29984,29682
664,Illinois,McHenry County,307572,307159,307815,308251,307774
665,Illinois,McLean County,173141,173070,172754,172410,171517
666,Illinois,Macon County,107343,106383,105399,104504,104009
667,Illinois,Macoupin County,45876,45691,45505,45318,44926
668,Illinois,Madison County,265996,265641,265251,264026,262966
669,Illinois,Marion County,38359,38045,37726,37381,37205
670,Illinois,Marshall County,11925,11881,11668,11483,11438
671,Illinois,Mason County,13863,13675,13677,13533,13359
672,Illinois,Massac County,14567,14440,14291,14023,13772
673,Illinois,Menard County,12356,12398,12293,12289,12196
674,Illinois,Mercer County,15746,15602,15608,15551,15437
675,Illinois,Monroe County,33739,33913,34179,34373,34637
676,Illinois,Montgomery County,29192,29061,28781,28691,28414
677,Illinois,Morgan County,34673,34632,34245,34027,33658
678,Illinois,Moultrie County,14743,14610,14701,14648,14501
679,Illinois,Ogle County,51559,51148,50993,50781,50643
680,Illinois,Peoria County,186481,185043,182525,180620,179179
681,Illinois,Perry County,21521,21391,21281,21144,20916
682,Illinois,Piatt County,16350,16524,16422,16366,16344
683,Illinois,Pike County,15795,15742,15668,15595,15561
684,Illinois,Pope County,4291,4182,4183,4184,4177
685,Illinois,Pulaski County,5657,5604,5520,5434,5335
686,Illinois,Putnam County,5727,5710,5694,5736,5739
687,Illinois,Randolph County,32806,32414,32297,32177,31782
688,Illinois,Richland County,15957,15829,15837,15695,15513
689,Illinois,Rock Island County,146094,144943,143828,142621,141879
690,Illinois,St. Clair County,264858,263187,262600,261360,259686
691,Illinois,Saline County,24495,24230,23963,23789,23491
692,Illinois,Sangamon County,198898,198026,197072,195639,194672
693,Illinois,Schuyler County,7151,7030,6948,6870,6768
694,Illinois,Scott County,5110,5052,4983,4927,4951
695,Illinois,Shelby County,21819,21733,21774,21726,21634
696,Illinois,Stark County,5505,5512,5457,5418,5342
697,Illinois,Stephenson County,45668,45503,44997,44797,44498
698,Illinois,Tazewell County,134302,133932,133489,132450,131803
699,Illinois,Union County,17284,17105,16968,16832,16653
700,Illinois,Vermilion County,79170,78494,77689,76702,75758
701,Illinois,Wabash County,11624,11542,11523,11523,11520
702,Illinois,Warren County,17455,17294,17144,16992,16844
703,Illinois,Washington County,14262,14179,13963,13999,13887
704,Illinois,Wayne County,16517,16542,16412,16326,16215
705,Illinois,White County,14204,14079,13903,13618,13537
706,Illinois,Whiteside County,56919,56476,55955,55553,55175
707,Illinois,Will County,685877,688328,690479,691149,690743
708,Illinois,Williamson County,67428,67454,67049,66982,66597
709,Illinois,Winnebago County,287148,286065,284681,283630,282572
710,Illinois,Woodford County,38930,38913,38670,38527,38459
711,Indiana,Indiana,6608422,6634304,6658078,6695497,6732219
712,Indiana,Adams County,34945,35178,35385,35595,35777
713,Indiana,Allen County,367362,369412,371723,375079,379299
714,Indiana,Bartholomew County,81458,82231,82213,82722,83779
715,Indiana,Benton County,8693,8658,8631,8653,8748
716,Indiana,Blackford County,12242,12115,12028,11924,11758
717,Indiana,Boone County,63033,64192,65723,66930,67843
718,Indiana,Brown County,14994,14996,15010,15230,15092
719,Indiana,Carroll County,19887,19973,20067,20188,20257
720,Indiana,Cass County,38081,37905,37828,37895,37689
721,Indiana,Clark County,114819,115588,116545,117280,118302
722,Indiana,Clay County,26395,26210,26167,26175,26225
723,Indiana,Clinton County,32373,32207,32195,32192,32399
724,Indiana,Crawford County,10555,10583,10535,10594,10577
725,Indiana,Daviess County,32823,33010,33136,33278,33351
726,Indiana,Dearborn County,49455,49436,49564,49482,49458
727,Indiana,Decatur County,26339,26565,26620,26725,26559
728,Indiana,DeKalb County,42496,42652,42806,43208,43475
729,Indiana,Delaware County,115767,115657,115246,114297,114135
730,Indiana,Dubois County,42317,42450,42538,42674,42736
731,Indiana,Elkhart County,202995,203642,204194,205617,206341
732,Indiana,Fayette County,23388,23252,23154,23076,23102
733,Indiana,Floyd County,76505,76734,77006,77834,78522
734,Indiana,Fountain County,16537,16457,16419,16390,16346
735,Indiana,Franklin County,22940,22770,22694,22706,22758
736,Indiana,Fulton County,20340,20118,19995,20053,19974
737,Indiana,Gibson County,33644,33644,33721,33610,33659
738,Indiana,Grant County,67479,66669,66305,66039,65769
739,Indiana,Greene County,32416,32228,32172,32059,31922
740,Indiana,Hamilton County,308428,315902,322933,330311,338011
741,Indiana,Hancock County,72413,73765,74998,76478,78168
742,Indiana,Harrison County,39532,39661,39777,40214,40515
743,Indiana,Hendricks County,157776,160376,163622,166908,170311
744,Indiana,Henry County,48655,48345,48170,48131,47972
745,Indiana,Howard County,82338,82304,82210,82257,82544
746,Indiana,Huntington County,36518,36294,36222,36243,36520
747,Indiana,Jackson County,43875,43997,43955,44068,44231
748,Indiana,Jasper County,33478,33405,33424,33365,33562
749,Indiana,Jay County,21137,21017,20883,20727,20436
750,Indiana,Jefferson County,32297,32230,32013,32157,32308
751,Indiana,Jennings County,27834,27648,27652,27679,27735
752,Indiana,Johnson County,148962,151540,153820,156093,158167
753,Indiana,Knox County,37760,37333,37044,36596,36594
754,Indiana,Kosciusko County,78547,78732,79026,79416,79456
755,Indiana,LaGrange County,38616,39113,39248,39375,39614
756,Indiana,Lake County,487908,486092,484601,484440,485493
757,Indiana,LaPorte County,110835,110222,109842,109981,109888
758,Indiana,Lawrence County,45568,45578,45592,45630,45370
759,Indiana,Madison County,129388,129329,129418,129573,129569
760,Indiana,Marion County,939843,945685,950537,958700,964582
761,Indiana,Marshall County,46733,46586,46433,46296,46258
762,Indiana,Martin County,10216,10190,10181,10219,10255
763,Indiana,Miami County,36004,36043,35864,35646,35516
764,Indiana,Monroe County,144247,145757,146638,147230,148431
765,Indiana,Montgomery County,38243,38238,38343,38274,38338
766,Indiana,Morgan County,69559,69633,69793,70137,70489
767,Indiana,Newton County,13971,13992,14027,13986,13984
768,Indiana,Noble County,47515,47398,47329,47543,47744
769,Indiana,Ohio County,5877,5885,5854,5879,5875
770,Indiana,Orange County,19634,19473,19423,19548,19646
771,Indiana,Owen County,20826,20898,20791,20862,20799
772,Indiana,Parke County,16970,16938,16907,16978,16937
773,Indiana,Perry County,19310,18978,18978,19077,19169
774,Indiana,Pike County,12407,12391,12315,12388,12389
