County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Van Buren County  6,23,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.7 
Davidson County  6,1500,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.2 
Bledsoe County  6,53,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.5 
Smith County  6,58,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.1 
Morgan County  6,72,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.0 
Polk County  6,58,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,491.7 
Williamson County  6,531,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.7 
Cannon County  6,43,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.8 
Bradley County  6,291,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.7 
Johnson County  6,64,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,481.4 
Giles County  6,93,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 
Roane County  6,191,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,475.3 
Carter County  6,188,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.6 
Lake County  6,22,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,466.7 
DeKalb County  6,59,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.9 
Pickett County  6,20,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.2 
Moore County  6,22,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.5 
Jackson County  6,40,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,436.6 
Lincoln County  6,90,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,416.4 
Hancock County  6,25,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,515.0 
Meigs County  6,42,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,506.5 
Rhea County  6,107,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,494.1 
Overton County  6,79,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,493.0 
Benton County  6,63,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,491.2 
Macon County  6,70,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,479.4 
Houston County  6,27,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,477.4 
Marshall County  6,99,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,475.6 
Claiborne County  6,106,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,472.3 
Maury County  6,270,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,468.0 
Campbell County  6,135,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,467.5 
Lauderdale County  6,75,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,464.2 
Cheatham County  6,112,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,463.6 
Dyer County  6,113,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,462.5 
Dickson County  6,154,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,461.2 
Scott County  6,63,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.7 
Hawkins County  6,190,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,460.3 
Jefferson County  6,170,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,457.8 
Carroll County  6,93,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,456.4 
Grundy County  6,44,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.8 
Robertson County  6,193,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,455.7 
Blount County  6,416,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,454.2 
Hardeman County  6,77,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.7 
Sullivan County  6,540,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,453.2 
Marion County  6,91,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.7 
Grainger County  6,74,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.7 
Greene County  6,232,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,451.5 
Sequatchie County  6,45,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 
Roane County  6,186,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,450.4 
Sevier County  6,307,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.7 
Stewart County  6,43,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.5 
Tipton County  6,162,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,447.3 
Haywood County  6,57,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,446.3 
McNairy County  6,85,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,445.3 
Perry County  6,25,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,444.3 
Unicoi County  6,61,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,442.1 
Hickman County  6,69,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.3 
Humphreys County  6,59,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,441.3 
Gibson County  6,150,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.5 
Polk County  6,52,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,440.4 
Monroe County  6,146,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,439.2 
Lake County  6,19,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,438.4 
Cocke County  6,114,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,436.8 
Weakley County  6,96,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.5 
Union County  6,55,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,434.2 
Coffee County  6,158,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.5 
Wayne County  6,48,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,433.5 
Montgomery County  6,369,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,431.3 
Warren County  6,117,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,430.6 
Moore County  6,19,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,429.5 
Washington County  6,362,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.6 
Knox County  6,1220,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,428.4 
Van Buren County  6,19,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,427.3 
Loudon County  6,181,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.7 
Hamblen County  6,185,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,426.7 
Anderson County  6,236,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.0 
Bradley County  6,289,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,425.0 
Putnam County  6,202,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.5 
Morgan County  6,56,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.2 
Obion County  6,97,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,424.0 
Chester County  6,47,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.9 
Henry County  6,111,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.3 
Smith County  6,53,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,422.1 
Sumner County  6,474,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,420.2 
Trousdale County  6,23,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.2 
Rutherford County  6,626,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,418.1 
Franklin County  6,123,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.8 
Shelby County  6,2281,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.4 
White County  6,78,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.2 
Fayette County  6,123,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,414.2 
McMinn County  6,157,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,413.4 
Cumberland County  6,212,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.5 
Lewis County  6,36,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.2 
Hamilton County  6,987,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.2 
Decatur County  6,39,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,411.1 
Davidson County  6,1522,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 
Johnson County  6,51,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,410.4 
Williamson County  6,502,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,407.1 
Lawrence County  6,118,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,404.0 
Bedford County  6,118,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.9 
Wilson County  6,333,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,402.2 
Crockett County  6,40,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,401.1 
Jackson County  6,36,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,399.6 
Giles County  6,87,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,397.9 
Madison County  6,257,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,396.6 
Fentress County  6,56,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,394.9 
Henderson County  6,74,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,392.4 
Clay County  6,24,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,391.2 
Carter County  6,164,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,388.4 
Cannon County  6,37,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,384.7 
Hardin County  6,76,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,376.3 
Pickett County  6,16,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,366.2 
Bledsoe County  6,33,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,364.8 
DeKalb County  6,50,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,358.1 
Lincoln County  6,84,Tennessee ,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,347.6 
Polk County  6,225,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,681.1 
Sutton County  6,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,651.9 
Delta County  6,23,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,638.2 
Foard County  6,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,583.1 
Camp County  6,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,564.5 
Trinity County  6,65,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,563.6 
Jasper County  6,129,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,558.4 
Henderson County  6,318,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,557.9 
Lampasas County  6,75,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,552.8 
Coryell County  6,150,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,549.7 
Potter County  6,307,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.7 
Walker County  6,221,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,548.3 
Bell County  6,742,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,547.5 
Gregg County  6,344,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.4 
Knox County  6,13,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,544.3 
Grayson County  6,416,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,539.9 
McCulloch County  6,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,537.0 
Upshur County  6,135,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,536.6 
Morris County  6,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,534.6 
Hunt County  6,281,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.9 
Hardeman County  6,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,532.7 
Lamar County  6,163,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,531.7 
Angelina County  6,257,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.5 
Wheeler County  6,18,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,530.4 
Coke County  6,14,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,527.5 
Lee County  6,57,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.4 
Starr County  6,132,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,525.0 
Anderson County  6,175,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.9 
Kaufman County  6,287,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,523.4 
Nolan County  6,47,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,522.9 
Smith County  6,640,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.1 
Fannin County  6,122,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,521.0 
Cherokee County  6,162,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,520.4 
DeWitt County  6,70,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.9 
Hardin County  6,169,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.5 
Dawson County  6,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.4 
Childress County  6,19,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.3 
Van Zandt County  6,192,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 
Johnson County  6,437,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,519.0 
Kleberg County  6,73,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,518.6 
Hill County  6,128,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,517.6 
Rusk County  6,165,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,516.3 
Young County  6,62,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.4 
Taylor County  6,342,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,515.2 
Cass County  6,108,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,511.9 
Wood County  6,187,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,510.4 
Freestone County  6,68,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.6 
Jackson County  6,45,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,507.3 
Reagan County  6,9,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,506.0 
Chambers County  6,96,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,505.7 
Hutchinson County  6,66,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,503.6 
Coleman County  6,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.9 
Brown County  6,124,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.8 
Wichita County  6,333,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,502.5 
Hansford County  6,15,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.5 
Ellis County  6,403,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.1 
Matagorda County  6,112,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,501.0 
Falls County  6,54,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.7 
Sabine County  6,49,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,499.5 
Victoria County  6,242,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,498.6 
Orange County  6,241,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,497.9 
Baylor County  6,14,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.6 
Lubbock County  6,655,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,496.4 
Parker County  6,371,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.7 
Burnet County  6,160,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.6 
Montague County  6,68,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,495.2 
Throckmorton County  6,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,494.6 
Irion County  6,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.8 
Lavaca County  6,70,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.4 
Newton County  6,48,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,492.1 
Navarro County  6,139,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.7 
Bastrop County  6,232,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.7 
Stonewall County  6,5,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.6 
Marion County  6,43,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,490.0 
Panola County  6,73,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.9 
Hood County  6,219,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,489.7 
Titus County  6,79,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.8 
Tom Green County  6,297,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.3 
Hopkins County  6,108,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,488.2 
Cooke County  6,123,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.8 
Wilbarger County  6,37,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.0 
Jones County  6,58,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,486.0 
Hall County  6,11,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.9 
Randall County  6,331,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,485.8 
Tarrant County  6,4144,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.7 
Armstrong County  6,6,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,483.3 
Liberty County  6,201,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,482.0 
Williamson County  6,1105,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,480.2 
San Augustine County  6,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.8 
Aransas County  6,102,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 
Milam County  6,80,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 
Red River County  6,46,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,479.2 
Harrison County  6,185,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.3 
Brazoria County  6,785,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,478.0 
Wise County  6,176,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.9 
McLennan County  6,583,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,476.4 
Bowie County  6,251,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.6 
San Jacinto County  6,100,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,474.4 
Goliad County  6,26,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,473.0 
Lynn County  6,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.8 
Gray County  6,62,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,472.1 
Jefferson County  6,636,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.8 
Franklin County  6,34,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,471.5 
Palo Pinto County  6,88,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.5 
Wharton County  6,111,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,470.3 
Washington County  6,113,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,469.8 
Duval County  6,31,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,469.3 
Bosque County  6,67,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,468.8 
Refugio County  6,23,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,467.0 
Austin County  6,91,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.4 
Leon County  6,64,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.3 
Dallas County  6,4915,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,465.2 
Runnels County  6,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,464.1 
Rains County  6,45,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,463.6 
Mills County  6,19,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,462.9 
Galveston County  6,794,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,461.6 
Yoakum County  6,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.7 
Gillespie County  6,106,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.7 
San Patricio County  6,163,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,460.7 
Erath County  6,92,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.9 
Hockley County  6,55,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,459.5 
Val Verde County  6,107,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.8 
Limestone County  6,69,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,456.8 
Denton County  6,1451,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.5 
Martin County  6,11,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.5 
Clay County  6,36,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.3 
Stephens County  6,27,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,455.0 
Madison County  6,35,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,453.9 
Waller County  6,104,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.8 
Houston County  6,78,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.7 
Kendall County  6,120,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,452.3 
Ector County  6,277,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,449.2 
El Paso County  6,1584,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,448.8 
Hays County  6,379,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.7 
Karnes County  6,36,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,447.3 
Swisher County  6,20,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.8 
Mitchell County  6,20,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.8 
Guadalupe County  6,346,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,446.1 
Rockwall County  6,195,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.3 
Haskell County  6,19,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,445.2 
Scurry County  6,42,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.2 
Burleson County  6,57,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,444.1 
Maverick County  6,105,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.6 
Donley County  6,11,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.5 
Shelby County  6,68,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,443.5 
Terry County  6,30,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.6 
Howard County  6,87,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,442.4 
Travis County  6,2075,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,440.3 
Calhoun County  6,60,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.6 
Montgomery County  6,1184,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,439.3 
Lamb County  6,33,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.4 
Hartley County  6,14,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.2 
Callahan County  6,42,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,437.0 
Harris County  6,8109,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,435.8 
Gaines County  6,32,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.6 
Floyd County  6,16,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,433.1 
Caldwell County  6,93,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,432.7 
Blanco County  6,41,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,430.8 
Brazos County  6,318,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,430.7 
Grimes County  6,79,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,430.3 
Jim Wells County  6,91,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.8 
Archer County  6,27,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.5 
Collin County  6,1698,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,429.3 
Collingsworth County  6,7,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,427.9 
Robertson County  6,47,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,427.3 
Colorado County  6,65,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,427.1 
Kimble County  6,17,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.8 
Deaf Smith County  6,37,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.4 
Wilson County  6,122,Texas,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,426.2 
